rule_id,clause,test_number,object,tags,status,description,rationale,implementation_paths,evidence
7.2-29,7.2,29,CosLang,lang,partial,"If the Lang entry is present in the document's Catalog dictionary or in a structure element dictionary or property list, its value shall be a language identifier as described in ISO 32000-1:2008, 14.9.2. A language identifier shall be a Language-Tag as defined in RFC 3066, Tags for the Identification of Languages","The app sets document language and preserves many language-bearing strings, but it does not yet model multilingual spans or language overrides comprehensively.","backend/app/pipeline/tagger.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.2-30,7.2,30,SEMarkedContent,"lang,alt-text",partial,Natural language for text in ActualText attribute in Span Marked Content shall be determined,"The app sets document language and preserves many language-bearing strings, but it does not yet model multilingual spans or language overrides comprehensively.","backend/app/pipeline/tagger.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.2-31,7.2,31,SEMarkedContent,"lang,alt-text",partial,Natural language for text in Alt attribute in Span Marked Content shall be determined,"The app sets document language and preserves many language-bearing strings, but it does not yet model multilingual spans or language overrides comprehensively.","backend/app/pipeline/tagger.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.2-32,7.2,32,SEMarkedContent,"lang,alt-text",unproven,Natural language for text in E attribute in Span Marked Content shall be determined,"The app does not currently generate explicit E-attribute language structures, and these rules are not directly exercised by the current corpus.","backend/app/pipeline/tagger.py, backend/app/pipeline/validator.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.2-33,7.2,33,XMPLangAlt,"lang,metadata",partial,Natural language for document metadata shall be determined,"The app sets document language and preserves many language-bearing strings, but it does not yet model multilingual spans or language overrides comprehensively.","backend/app/pipeline/tagger.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.2-34,7.2,34,SETextItem,"lang,text",partial,Natural language for text in page content shall be determined,"The app sets document language and preserves many language-bearing strings, but it does not yet model multilingual spans or language overrides comprehensively.","backend/app/pipeline/tagger.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.2-36,7.2,36,SETHead,"structure,table",partial,THead element may contain only TR elements,"The app emits real Table/TR/TH/TD structure and TH scope, but table fidelity still depends on Docling extraction and complex header association remains limited.","backend/app/pipeline/tagger.py, backend/app/pipeline/structure.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.2-37,7.2,37,SETBody,"structure,table",partial,TBody element may contain only TR elements,"The app emits real Table/TR/TH/TD structure and TH scope, but table fidelity still depends on Docling extraction and complex header association remains limited.","backend/app/pipeline/tagger.py, backend/app/pipeline/structure.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.2-38,7.2,38,SETFoot,"structure,table",partial,TFoot element may contain only TR elements,"The app emits real Table/TR/TH/TD structure and TH scope, but table fidelity still depends on Docling extraction and complex header association remains limited.","backend/app/pipeline/tagger.py, backend/app/pipeline/structure.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.2-39,7.2,39,SETable,"structure,table",partial,Table element may contain only one Caption element,"The app emits real Table/TR/TH/TD structure and TH scope, but table fidelity still depends on Docling extraction and complex header association remains limited.","backend/app/pipeline/tagger.py, backend/app/pipeline/structure.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.2-40,7.2,40,SEL,"structure,list",covered,L element may contain a Caption element only as its first kid,List output is emitted with L/LI/LBody structure by the tagger and validated in corpus runs.,backend/app/pipeline/tagger.py,Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.2-41,7.2,41,SETable,"structure,table",partial,Table columns shall have the same number of rows (taking into account row spans),"The app emits real Table/TR/TH/TD structure and TH scope, but table fidelity still depends on Docling extraction and complex header association remains limited.","backend/app/pipeline/tagger.py, backend/app/pipeline/structure.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.2-42,7.2,42,SETable,"structure,table",partial,Table rows shall have the same number of columns (taking into account column spans),"The app emits real Table/TR/TH/TD structure and TH scope, but table fidelity still depends on Docling extraction and complex header association remains limited.","backend/app/pipeline/tagger.py, backend/app/pipeline/structure.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.2-43,7.2,43,SETable,"structure,table",partial,Table rows shall have the same number of columns (taking into account column spans),"The app emits real Table/TR/TH/TD structure and TH scope, but table fidelity still depends on Docling extraction and complex header association remains limited.","backend/app/pipeline/tagger.py, backend/app/pipeline/structure.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.3-1,7.3,1,SEFigure,"alt-text,structure,figure",covered,"Figure tags shall include an alternative representation or replacement text that represents the contents marked with the Figure tag as noted in ISO 32000-1:2008, 14.7.2, Table 323","The app builds a fresh standard structure tree, metadata, and figure semantics rather than preserving source ambiguity.","backend/app/pipeline/tagger.py, backend/app/pipeline/orchestrator.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.4.2-1,7.4.2,1,SEHn,"structure,heading",partial,"For documents that are not strongly structured, as described in ISO 32000-1:2008, 14.8.4.3.5, heading tags shall be used as follows: (*) If any heading tags are used, H1 shall be the first. (*) A document may use more than one instance of any specific tag level. For example, a tag level may be repeated if document content requires it. (*) If document semantics require a descending sequence of headers, such a sequence shall proceed in strict numerical order and shall not skip an intervening heading level. (*) A document may increment its heading sequence without restarting at H1 if document semantics require it","Heading tags are emitted and level inference exists, but correctness still depends on structural extraction quality and heuristic level recovery.","backend/app/pipeline/tagger.py, backend/app/pipeline/structure.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.4.4-1,7.4.4,1,PDStructElem,"structure,heading",partial,Each node in the tag tree shall contain at most one child H tag,"Heading tags are emitted and level inference exists, but correctness still depends on structural extraction quality and heuristic level recovery.","backend/app/pipeline/tagger.py, backend/app/pipeline/structure.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.4.4-2,7.4.4,2,SEH,"structure,heading",partial,"All documents shall be either strongly or weakly structured, but not both","Heading tags are emitted and level inference exists, but correctness still depends on structural extraction quality and heuristic level recovery.","backend/app/pipeline/tagger.py, backend/app/pipeline/structure.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.4.4-3,7.4.4,3,SEHn,"structure,heading",partial,"All documents shall be either strongly or weakly structured, but not both","Heading tags are emitted and level inference exists, but correctness still depends on structural extraction quality and heuristic level recovery.","backend/app/pipeline/tagger.py, backend/app/pipeline/structure.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.5-1,7.5,1,SETD,"structure,table",partial,"If the table's structure is not determinable via Headers and IDs, then structure elements of type TH shall have a Scope attribute","The app emits real Table/TR/TH/TD structure and TH scope, but table fidelity still depends on Docling extraction and complex header association remains limited.","backend/app/pipeline/tagger.py, backend/app/pipeline/structure.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.5-2,7.5,2,SETD,"structure,table",partial,"If the table's structure is not determinable via Headers and IDs, then structure elements of type TH shall have a Scope attribute","The app emits real Table/TR/TH/TD structure and TH scope, but table fidelity still depends on Docling extraction and complex header association remains limited.","backend/app/pipeline/tagger.py, backend/app/pipeline/structure.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.7-1,7.7,1,SEFormula,"structure,alt-text",partial,"All mathematical expressions shall be enclosed within a Formula tag as detailed in ISO 32000-1:2008, 14.8.4.5 and shall have Alt or ActualText attributes","Formula elements are now emitted as Formula tags with Alt text when structure extraction supplies formula text, but overall formula detection and math semantics remain incomplete.","backend/app/pipeline/tagger.py, backend/app/pipeline/structure.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.9-1,7.9,1,SENote,"structure,note",partial,Note tag shall have ID entry,"Footnotes are normalized into Note elements with stable IDs, but broader note/endnote modeling is still limited by upstream extraction.","backend/app/pipeline/tagger.py, backend/app/pipeline/structure.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.9-2,7.9,2,SENote,"structure,note",partial,Each Note tag shall have unique ID key,"Footnotes are normalized into Note elements with stable IDs, but broader note/endnote modeling is still limited by upstream extraction.","backend/app/pipeline/tagger.py, backend/app/pipeline/structure.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.10-1,7.10,1,PDOCConfig,syntax,covered,"Each optional content configuration dictionary that forms the value of the D key, or that is an element in the array that forms the value of the Configs key in the OCProperties dictionary, shall contain the Name key",The tagging pass normalizes optional content configuration dictionaries by ensuring Name is present and removing forbidden AS entries.,backend/app/pipeline/tagger.py,Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.10-2,7.10,2,PDOCConfig,syntax,covered,The AS key shall not appear in any optional content configuration dictionary,The tagging pass normalizes optional content configuration dictionaries by ensuring Name is present and removing forbidden AS entries.,backend/app/pipeline/tagger.py,Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.11-1,7.11,1,CosFileSpecification,syntax,covered,The file specification dictionary for an embedded file shall contain the non-empty F and UF keys,The tagging pass normalizes embedded file specifications so embedded attachments always carry non-empty F and UF filename keys.,backend/app/pipeline/tagger.py,Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.15-1,7.15,1,PDAcroForm,syntax,covered,Dynamic XFA forms shall not be used,The tagging pass strips dynamic XFA packets from AcroForm dictionaries before writing the accessible output PDF.,backend/app/pipeline/tagger.py,Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.16-1,7.16,1,PDEncryption,syntax,unproven,"An encrypted conforming file shall contain a P key in its encryption dictionary (ISO 32000-1:2008, 7.6.3.2, Table 21). The 10th bit position of the P key shall be true",Encrypted PDF permission handling is not an explicit remediation lane today.,backend/app/pipeline/validator.py,Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.18.1-1,7.18.1,1,PDAnnot,annotation,covered,"An annotation, excluding annotations of subtype Widget, PrinterMark or Link, shall be nested within an Annot tag","The app tags links, widgets, and generic annotations, sets Tabs/S, adds annotation descriptions where needed, and prunes incidental TrapNet/PrinterMark annotations from output pages.","backend/app/pipeline/tagger.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.18.1-2,7.18.1,2,PDAnnot,"annotation,alt-text",covered,"An annotation (except Widget annotations or hidden annotations, or those having rectangle outside the crop-box) shall have either Contents key or an Alt entry in the enclosing structure element","The app tags links, widgets, and generic annotations, sets Tabs/S, adds annotation descriptions where needed, and prunes incidental TrapNet/PrinterMark annotations from output pages.","backend/app/pipeline/tagger.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.18.1-3,7.18.1,3,PDWidgetAnnot,"annotation,alt-text",partial,A form field shall have a TU key present or all its Widget annotations shall have alternative descriptions (in the form of an Alt entry in the enclosing structure elements),"The app partially covers this annotation/media family: form widgets are structurally tagged, and media clip data dictionaries now get syntax-critical CT/Alt backfills, but richer semantics still need dedicated modeling or manual remediation.","backend/app/pipeline/tagger.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.18.2-1,7.18.2,1,PDTrapNetAnnot,annotation,covered,Annotations of subtype TrapNet shall not be permitted,"The app tags links, widgets, and generic annotations, sets Tabs/S, adds annotation descriptions where needed, and prunes incidental TrapNet/PrinterMark annotations from output pages.","backend/app/pipeline/tagger.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.18.3-1,7.18.3,1,PDPage,page,covered,"Every page on which there is an annotation shall contain in its page dictionary the key Tabs, and its value shall be S","The app tags links, widgets, and generic annotations, sets Tabs/S, adds annotation descriptions where needed, and prunes incidental TrapNet/PrinterMark annotations from output pages.","backend/app/pipeline/tagger.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.18.4-1,7.18.4,1,PDWidgetAnnot,annotation,covered,"A Widget annotation shall be nested within a Form tag per ISO 32000-1:2008, 14.8.4.5, Table 340","The app tags links, widgets, and generic annotations, sets Tabs/S, adds annotation descriptions where needed, and prunes incidental TrapNet/PrinterMark annotations from output pages.","backend/app/pipeline/tagger.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.18.4-2,7.18.4,2,SEForm,structure,covered,"If the Form element omits a Role attribute (Table 348), it shall have only one child: an object reference (14.7.4.3) identifying the widget annotation per ISO 32000-1:2008, 14.8.4.5, Table 340","The app tags links, widgets, and generic annotations, sets Tabs/S, adds annotation descriptions where needed, and prunes incidental TrapNet/PrinterMark annotations from output pages.","backend/app/pipeline/tagger.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.18.5-1,7.18.5,1,PDLinkAnnot,annotation,covered,"Links shall be tagged according to ISO 32000-1:2008, 14.8.4.4.2, Link Element","The app tags links, widgets, and generic annotations, sets Tabs/S, adds annotation descriptions where needed, and prunes incidental TrapNet/PrinterMark annotations from output pages.","backend/app/pipeline/tagger.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.18.5-2,7.18.5,2,PDLinkAnnot,"structure,annotation,alt-text",covered,"Links shall contain an alternate description via their Contents key as described in ISO 32000-1:2008, 14.9.3","The app tags links, widgets, and generic annotations, sets Tabs/S, adds annotation descriptions where needed, and prunes incidental TrapNet/PrinterMark annotations from output pages.","backend/app/pipeline/tagger.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.18.6.2-1,7.18.6.2,1,PDMediaClip,syntax,partial,"In the media clip data dictionary, the optional CT key (ISO 32000-1:2008, 13.2.4.2, Table 274) is required","The app partially covers this annotation/media family: form widgets are structurally tagged, and media clip data dictionaries now get syntax-critical CT/Alt backfills, but richer semantics still need dedicated modeling or manual remediation.","backend/app/pipeline/tagger.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.18.6.2-2,7.18.6.2,2,PDMediaClip,alt-text,partial,"In the media clip data dictionary, the optional Alt key (ISO 32000-1:2008, 13.2.4.2, Table 274) is required","The app partially covers this annotation/media family: form widgets are structurally tagged, and media clip data dictionaries now get syntax-critical CT/Alt backfills, but richer semantics still need dedicated modeling or manual remediation.","backend/app/pipeline/tagger.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.18.8-1,7.18.8,1,PDPrinterMarkAnnot,annotation,covered,"PrinterMark annotations, if present, shall be considered Incidental Artifacts, as if they are hidden page elements as defined in ISO 32000-1:2008, 14.8.2.2.3","The app tags links, widgets, and generic annotations, sets Tabs/S, adds annotation descriptions where needed, and prunes incidental TrapNet/PrinterMark annotations from output pages.","backend/app/pipeline/tagger.py, backend/app/pipeline/fidelity.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.20-1,7.20,1,PDXForm,syntax,unproven,A conforming file shall not contain any reference XObjects,Reference XObjects are not deliberately normalized or removed by the current pipeline.,backend/app/pipeline/validator.py,Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
7.20-2,7.20,2,PDXForm,syntax,partial,"The content of Form XObjects shall be incorporated into structure elements according to ISO 32000-1:2008, 14.7.2","The pipeline traverses Form XObjects in several remediation and rationalization paths, but full structure incorporation of all Form XObject content is not yet proven across all inputs.","backend/app/pipeline/orchestrator.py, backend/app/services/font_actualtext.py",Exact curated corpus: backend/data/benchmarks/corpus_20260308_202258/corpus_report.md; representative non-huge corpus: backend/data/benchmarks/corpus_20260311_121723/corpus_report.md; official form set: backend/data/benchmarks/corpus_20260309_123540/corpus_report.md; scanned OCR fixture sweep: backend/data/benchmarks/scanned_fixture_corpus_20260307_rerun/workflow.sqlite3
